ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
17900,25356,1,2025-10-27,1,13,280,5608,32,34417,1,0
17901,25357,1,2026-02-05,1,4,89,1914,9,34418,1,0
17902,25358,1,2025-02-04,1,23,472,9316,56,34420,1,0
17903,25359,1,2025-12-09,1,17,346,6691,42,34422,1,0
17904,25361,2,2025-03-20,1,5,113,2404,13,34423,1,0
17905,25362,2,2025-07-17,1,22,435,8933,51,34424,1,0
17906,25364,1,2026-01-09,1,18,366,7238,44,34426,1,0
17907,25366,1,2025-05-05,1,3,57,1740,5,34428,1,0
17908,25367,1,2025-07-28,1,13,282,5586,31,34429,1,1
17909,25368,1,2025-10-22,1,5,107,2258,13,34430,1,0
17910,25370,1,2025-03-08,1,5,109,2616,13,34435,1,0
17911,25370,1,2025-03-18,1,5,109,2666,11,34432,1,0
17912,25372,1,2025-12-03,1,26,526,10118,61,34439,1,0
17913,25373,1,2025-10-13,1,26,521,10117,61,34442,1,0
17914,25374,1,2025-05-20,1,5,113,2159,13,34444,1,0
17915,25376,2,2025-03-30,1,27,535,10396,64,34446,1,0
17916,25377,1,2025-04-04,1,16,332,6642,37,34448,1,0
17917,25378,1,2025-08-24,1,20,400,7987,47,34450,1,0
17918,25378,1,2025-09-10,1,20,400,8063,47,34451,1,0
17919,25379,1,2025-10-21,1,3,52,1330,8,34453,1,0
17920,25380,2,2025-11-23,1,3,66,1140,5,34454,1,0
17921,25382,1,2025-11-26,1,7,160,3140,17,34459,1,0
17922,25384,2,2025-04-25,1,30,590,11403,70,34460,1,0
17923,25385,1,2025-08-02,1,11,238,4778,28,34461,1,0
17924,25386,2,2025-08-13,1,8,181,3560,19,34462,1,0
17925,25387,1,2025-08-18,1,17,352,6952,39,34466,1,0
17926,25387,1,2025-08-17,1,17,352,6980,40,34464,1,0
17927,25390,1,2025-04-04,1,5,123,2475,12,34468,1,0
17928,25396,1,2026-01-02,1,5,116,2494,11,34471,1,0
17929,25397,1,2025-07-04,1,29,575,11095,68,34472,1,0
17930,25398,1,2025-08-25,1,22,446,8610,53,34474,1,0
17931,25399,1,2025-06-28,1,5,106,2310,12,34476,1,0
17932,25401,1,2025-02-27,1,8,181,3602,19,34477,1,0
17933,25403,1,2025-11-02,1,11,243,4673,27,34480,1,0
17934,25404,1,2025-06-14,1,26,527,10305,61,34481,1,0
17935,25405,2,2025-06-18,1,10,209,4250,24,34482,1,0
17936,25407,1,2026-01-02,1,31,614,11839,71,34484,1,0
17937,25408,1,2025-05-21,1,8,170,3603,20,34485,1,0
17938,25409,1,2025-05-19,1,3,79,1690,8,34486,1,0
17939,25411,1,2025-08-31,1,27,538,10657,64,34491,1,0
17940,25415,1,2025-04-14,1,17,352,6891,41,34493,1,0
17941,25417,1,2025-12-22,1,5,107,2358,14,34496,1,0
17942,25419,1,2025-11-08,1,25,495,9690,59,34498,1,0
17943,25420,1,2025-09-19,1,26,523,10324,61,34501,1,0
17944,25426,1,2025-04-20,1,8,178,3705,19,34509,1,0
17945,25426,2,2025-03-30,1,8,178,3582,20,34508,1,0
17946,25427,1,2025-07-17,1,5,104,2431,14,34510,1,0
17947,25428,1,2026-01-04,1,5,108,2258,13,34511,1,0
17948,25434,1,2025-06-28,1,10,212,4375,24,34519,1,0
17949,25435,1,2025-12-24,1,14,297,5849,34,34520,1,0
17950,25436,1,2025-03-22,1,31,606,11719,72,34521,1,0
17951,25438,2,2025-01-27,1,12,267,5225,29,34523,1,0
17952,25439,1,2025-02-14,1,3,73,1549,6,34524,1,0
17953,25443,1,2025-04-26,1,5,109,2159,12,34526,1,0
17954,25444,1,2025-11-10,1,8,176,3676,20,34527,1,0
17955,25446,1,2025-12-24,1,10,211,4302,24,34530,1,0
17956,25447,1,2025-08-31,1,5,112,2337,14,34531,1,0
17957,25448,1,2025-04-07,1,31,605,11889,71,34532,1,0
17958,25450,1,2025-04-03,1,27,534,10676,64,34533,1,0
17959,25451,1,2025-11-26,1,28,557,10749,65,34534,1,0
17960,25452,1,2025-06-22,1,5,110,2283,11,34536,1,0
17961,25452,1,2025-06-29,1,5,110,2336,14,34537,1,0
17962,25453,1,2025-07-31,1,1,16,524,2,34539,1,0
17963,25454,1,2025-04-02,1,31,605,11771,71,34540,1,0
17964,25455,1,2025-09-24,1,16,327,6616,38,34541,1,0
17965,25456,1,2025-04-17,1,5,115,2404,14,34542,1,0
17966,25458,1,2025-03-09,1,8,181,3560,20,34544,1,0
17967,25458,1,2025-03-18,1,8,181,3581,19,34543,1,0
17968,25459,1,2025-03-12,1,4,85,1788,10,34545,1,0
17969,25460,1,2025-07-19,1,1,14,525,2,34546,1,0
17970,25462,1,2025-03-29,1,13,277,5517,32,34548,1,0
17971,25464,1,2025-07-20,1,22,442,8435,54,34551,1,0
17972,25466,1,2026-01-10,1,1,22,526,2,34553,1,0
17973,25467,1,2025-09-20,1,2,30,937,3,34554,1,0
17974,25468,1,2025-10-13,1,5,104,2335,11,34557,1,0
17975,25469,1,2025-05-19,1,26,520,10302,62,34558,1,0
17976,25471,1,2025-11-08,1,21,419,8411,50,34561,1,0
17977,25472,1,2025-08-09,1,1,26,580,1,34562,1,0
17978,25473,1,2025-02-11,1,2,34,1014,4,34564,1,0
17979,25473,2,2025-03-10,1,2,34,1114,3,34563,1,0
17980,25474,1,2025-09-02,1,29,576,11096,67,34566,1,0
17981,25475,1,2025-10-11,1,5,114,2205,14,34567,1,0
17982,25477,2,2025-06-18,1,5,120,2551,14,34570,1,0
17983,25478,1,2025-03-06,1,22,444,8862,54,34572,1,0
17984,25480,1,2025-05-08,1,11,223,4698,26,34579,1,0
17985,25481,1,2025-03-20,1,10,215,4113,23,34580,1,0
17986,25484,1,2025-04-15,1,5,105,2283,14,34585,1,0
17987,25485,1,2025-08-21,1,28,563,10752,65,34586,1,1
17988,25486,1,2025-07-07,1,10,211,4275,24,34587,1,0
17989,25487,1,2025-05-28,1,5,109,2160,12,34588,1,0
17990,25488,1,2025-03-13,1,14,301,5738,34,34590,1,0
17991,25489,1,2025-09-08,1,5,116,2358,11,34591,1,0
17992,25490,1,2025-04-06,1,6,139,2812,15,34593,1,0
17993,25491,1,2025-11-05,1,5,111,2474,11,34594,1,0
17994,25492,1,2025-06-06,1,8,181,3492,20,34595,1,0
17995,25493,1,2025-01-23,1,9,198,3915,21,34596,1,0
17996,25494,1,2025-05-13,1,19,379,7646,45,34597,1,0
17997,25495,1,2025-11-28,1,10,211,4273,24,34600,1,0
17998,25495,1,2025-11-27,1,10,211,4353,23,34601,1,0
17999,25496,1,2025-11-12,1,8,177,3632,19,34602,1,0
18000,25500,1,2025-02-22,1,21,423,8147,50,34608,1,0
18001,25502,1,2026-01-23,1,25,498,9735,60,34612,1,0
18002,25504,1,2025-10-25,1,3,68,1763,5,34614,1,0
18003,25505,1,2025-07-04,1,4,89,1816,9,34615,1,0
18004,25508,1,2025-06-27,1,5,108,2642,14,34621,1,0
18005,25509,1,2025-05-22,1,22,454,8457,54,34622,1,0
18006,25512,1,2025-09-10,1,23,462,9056,55,34624,1,0
18007,25516,2,2025-09-07,1,20,410,7721,47,34628,1,0
18008,25518,1,2025-11-06,1,1,14,665,2,34630,1,0
18009,25520,1,2025-12-21,1,1,23,555,2,34633,1,1
18010,25522,1,2025-11-04,1,19,388,7289,45,34635,1,0
18011,25523,1,2025-07-08,1,8,170,3467,19,34636,1,0
18012,25524,1,2025-03-22,1,5,118,2336,14,34637,1,0
18013,25527,1,2025-10-07,1,29,576,11187,67,34638,1,0
18014,25527,1,2025-09-24,1,29,576,11269,67,34640,1,0
18015,25528,1,2025-11-15,1,28,562,11037,65,34642,1,0
18016,25529,1,2025-10-29,1,3,76,1550,7,34643,1,0
18017,25530,1,2025-10-21,1,29,571,11268,67,34644,1,0
18018,25533,1,2025-07-11,1,6,132,2741,16,34647,1,0
18019,25535,1,2026-01-09,1,3,55,1441,8,34650,1,0
18020,25535,2,2025-12-27,1,3,55,1331,8,34649,1,0
18021,25536,2,2025-02-19,1,22,450,8934,53,34652,1,0
18022,25538,2,2025-04-19,1,5,110,2356,12,34653,1,0
18023,25539,1,2025-02-26,1,22,442,8789,51,34654,1,0
18024,25540,1,2025-10-09,1,9,202,3913,21,34655,1,0
18025,25543,1,2025-08-27,1,12,254,5281,29,34658,1,0
18026,25544,1,2025-11-25,1,25,501,9691,59,34659,1,0
18027,25545,1,2025-02-04,1,15,320,6382,35,34661,1,0
18028,25546,2,2025-11-01,1,5,112,2494,13,34663,1,0
18029,25547,1,2025-02-26,1,23,462,9230,56,34666,1,0
18030,25548,1,2026-02-02,1,27,535,10636,64,34668,1,0
18031,25550,1,2025-05-02,1,17,340,6753,41,34669,1,0
18032,25552,1,2025-08-31,1,22,439,8911,54,34670,1,0
18033,25553,1,2025-01-22,1,3,68,1712,6,34672,1,0
18034,25554,2,2025-05-01,1,5,105,2160,14,34673,1,0
18035,25556,2,2025-07-25,1,13,277,5586,31,34674,1,0
18036,25557,1,2025-03-19,1,11,223,4778,26,34675,1,0
18037,25558,1,2025-10-19,1,5,118,2494,12,34676,1,0
18038,25560,1,2025-07-21,1,22,447,8633,52,34678,1,0
18039,25561,1,2025-09-05,1,5,108,2230,12,34679,1,0
18040,25562,2,2025-02-09,1,5,114,2356,11,34681,1,0
18041,25565,2,2025-11-26,1,17,346,6812,42,34684,1,0
18042,25567,2,2025-04-23,1,21,420,8172,50,34686,1,0
18043,25568,1,2025-11-30,1,17,345,6735,42,34688,1,0
18044,25570,1,2025-08-18,1,3,75,1482,8,34690,1,0
18045,25573,1,2025-05-14,1,4,93,1861,9,34693,1,0
18046,25574,1,2025-07-13,1,29,573,11167,67,34694,1,0
18047,25575,1,2025-11-19,1,22,436,8511,52,34695,1,0
18048,25576,2,2025-10-30,1,17,349,6756,42,34696,1,0
18049,25578,1,2025-02-07,1,21,418,8120,49,34699,1,0
18050,25579,1,2025-04-03,1,12,266,5186,30,34700,1,0
18051,25583,1,2025-11-02,1,5,105,2181,13,34708,1,0
18052,25584,1,2025-02-18,1,5,120,2203,11,34709,1,0
18053,25585,1,2025-03-27,1,21,416,8197,49,34710,1,0
18054,25586,1,2026-01-31,1,14,302,5956,33,34711,1,0
18055,25588,2,2025-07-25,1,7,156,3283,17,34712,1,0
18056,25590,1,2025-12-15,1,20,398,7818,48,34714,1,0
18057,25591,1,2025-05-12,1,22,445,8511,51,34718,1,0
18058,25593,1,2025-04-28,1,5,124,2312,11,34724,1,0
18059,25594,1,2025-08-23,1,3,65,1461,7,34725,1,0
18060,25596,1,2025-07-25,1,30,586,11553,70,34728,1,0
18061,25598,1,2025-07-21,1,22,440,8679,51,34730,1,0
18062,25599,1,2025-06-10,1,5,108,2664,11,34731,1,0
18063,25602,1,2025-03-17,1,19,381,7645,46,34732,1,0
18064,25605,1,2025-07-23,1,22,456,8862,54,34735,1,0
18065,25606,1,2025-11-28,1,21,422,8220,49,34737,1,0
18066,25608,1,2025-02-17,1,11,245,4966,27,34739,1,0
18067,25610,1,2025-07-26,1,13,281,5488,31,34740,1,0
18068,25613,1,2025-03-08,1,12,254,5352,29,34743,1,0
18069,25614,1,2025-05-09,1,4,92,1786,9,34745,1,0
18070,25615,1,2025-05-28,1,17,340,6689,39,34749,1,1
18071,25616,1,2025-01-26,1,5,118,2183,14,34750,1,0
18072,25618,1,2025-11-03,1,5,104,2203,12,34753,1,0
18073,25619,2,2025-10-19,1,26,517,10224,62,34754,1,0
18074,25620,2,2025-06-09,1,21,426,8321,50,34757,1,0
18075,25621,2,2025-06-20,1,28,562,10721,65,34758,1,0
18076,25622,1,2025-06-07,1,11,243,4523,27,34760,1,0
18077,25623,1,2025-12-06,1,27,543,10585,63,34761,1,0
18078,25627,1,2025-06-05,1,9,198,3862,21,34764,1,0
18079,25629,1,2025-02-13,1,5,116,2311,14,34766,1,0
18080,25631,1,2025-07-04,1,7,154,3167,18,34771,1,0
18081,25633,1,2025-04-18,1,1,18,683,2,34773,1,0
18082,25634,1,2025-05-20,1,25,501,9650,59,34776,1,0
18083,25635,1,2025-03-29,1,2,44,1014,3,34778,1,0
18084,25635,1,2025-04-23,1,2,44,840,4,34779,1,0
18085,25636,1,2025-05-23,1,16,325,6667,37,34781,1,0
18086,25637,1,2025-07-17,1,5,120,2643,11,34782,1,0
18087,25638,1,2025-03-12,1,5,107,2382,11,34784,1,0
18088,25640,2,2025-05-25,1,3,70,1378,8,34786,1,0
18089,25641,2,2025-02-20,1,5,119,2204,14,34787,1,0
18090,25642,1,2025-01-31,1,5,117,2406,13,34788,1,0
18091,25644,1,2025-07-14,1,13,276,5586,31,34789,1,0
18092,25645,1,2026-02-11,1,6,144,3070,16,34790,1,0
18093,25648,1,2025-11-21,1,16,333,6667,37,34792,1,0
18094,25649,2,2026-01-12,1,5,118,2283,13,34793,1,0
18095,25650,1,2025-10-03,1,5,120,2473,12,34794,1,0
18096,25651,1,2025-01-21,1,17,340,6734,41,34795,1,0
18097,25652,1,2025-12-22,1,5,122,2384,13,34798,1,0
18098,25653,1,2025-02-08,1,28,562,10945,65,34800,1,0
18099,25654,1,2025-03-30,1,5,118,2594,14,34801,1,0
18100,25655,1,2025-11-29,1,1,25,454,2,34802,1,0
18101,25657,1,2025-02-28,1,20,403,7818,47,34804,1,0
18102,25658,1,2025-02-25,1,17,346,6734,40,34805,1,0
18103,25659,2,2026-01-12,1,26,523,10303,62,34806,1,0
18104,25660,1,2025-10-29,1,11,240,4965,27,34808,1,0
18105,25660,2,2025-10-05,1,11,240,4673,26,34807,1,0
18106,25662,1,2025-05-09,1,25,505,9847,60,34813,1,0
18107,25663,1,2025-09-03,1,29,572,11120,67,34814,1,0
18108,25664,1,2026-02-08,1,4,85,2030,10,34815,1,0
18109,25665,1,2025-04-11,1,17,345,6836,41,34817,1,1
18110,25666,1,2025-12-01,1,21,425,8368,50,34818,1,0
18111,25667,2,2025-10-19,1,5,123,2474,12,34819,1,0
18112,25668,1,2025-05-15,1,3,69,1399,7,34820,1,0
18113,25670,1,2025-02-11,1,12,253,5147,29,34823,1,0
18114,25671,2,2025-10-31,1,30,594,11578,70,34826,1,0
18115,25672,1,2025-05-12,1,8,171,3603,19,34827,1,0
18116,25673,1,2025-10-27,1,29,576,11207,68,34828,1,0
18117,25674,1,2025-12-29,1,5,123,2203,14,34830,1,0
18118,25675,1,2025-03-12,1,21,417,8247,50,34831,1,0
18119,25677,1,2025-09-01,1,17,340,6754,40,34835,1,0
18120,25678,1,2025-03-25,1,1,23,645,1,34836,1,0
18121,25679,1,2025-12-12,1,5,118,2258,12,34838,1,0
18122,25681,1,2025-09-02,1,5,112,2310,14,34840,1,0
18123,25682,1,2025-08-24,1,10,214,4112,23,34841,1,0
18124,25683,1,2025-08-04,1,10,217,4330,24,34842,1,0
18125,25685,2,2025-12-05,1,26,514,10304,62,34844,1,0
18126,25686,1,2025-06-25,1,28,563,10853,66,34845,1,0
18127,25687,1,2025-05-10,1,4,87,2080,10,34846,1,1
18128,25688,1,2025-12-19,1,5,123,2450,14,34848,1,0
18129,25689,1,2025-03-13,1,22,456,8910,52,34853,1,0
18130,25690,1,2025-03-19,1,5,116,2335,13,34854,1,0
18131,25691,1,2025-05-15,1,8,170,3653,20,34855,1,0
18132,25692,1,2025-09-06,1,22,442,8456,54,34856,1,0
18133,25694,1,2025-07-07,1,29,575,11068,68,34858,1,0
18134,25695,1,2025-03-21,1,29,571,11141,68,34860,1,0
18135,25698,1,2025-05-26,1,11,223,4850,26,34861,1,0
18136,25699,1,2025-08-29,1,22,439,8456,51,34862,1,0
18137,25700,1,2025-08-30,1,5,113,2312,11,34863,1,0
18138,25701,1,2025-11-12,1,5,115,2594,12,34865,1,0
18139,25704,2,2025-05-17,1,25,500,9922,60,34866,1,0
18140,25706,1,2025-11-19,1,16,324,6503,38,34868,1,0
18141,25708,1,2025-04-26,1,13,281,5608,31,34871,1,0
18142,25710,1,2025-07-17,1,5,118,2572,12,34873,1,0
18143,25711,1,2025-03-06,1,5,104,2335,12,34877,1,0
18144,25712,1,2026-01-12,1,27,540,10440,63,34878,1,0
18145,25713,1,2025-09-13,1,6,130,2740,15,34884,1,0
18146,25714,1,2025-06-13,1,22,456,8560,53,34885,1,0
18147,25714,1,2025-06-16,1,22,456,8910,54,34886,1,0
18148,25715,1,2026-01-31,1,3,56,1140,5,34890,1,0
18149,25717,1,2025-08-27,1,5,123,2311,13,34891,1,0
18150,25720,1,2026-01-20,1,31,606,11773,71,34893,1,0
18151,25721,1,2025-06-13,1,15,320,6100,35,34894,1,0
18152,25723,1,2025-02-14,1,3,73,1549,7,34896,1,0
18153,25725,1,2026-01-07,1,3,56,1609,7,34901,1,0
18154,25726,1,2025-07-02,1,5,116,2205,13,34902,1,0
18155,25728,1,2025-11-07,1,5,122,2180,12,34905,1,0
18156,25729,1,2025-05-18,1,8,177,3402,19,34906,1,0
18157,25730,1,2025-07-05,1,5,115,2594,14,34910,1,0
18158,25731,1,2025-04-02,1,11,237,5015,28,34912,1,0
18159,25733,1,2025-11-29,1,5,106,2665,13,34918,1,0
18160,25735,1,2025-12-11,1,29,580,11269,67,34924,1,0
18161,25736,2,2025-04-18,1,26,517,10067,61,34925,1,0
18162,25739,2,2025-11-02,1,16,333,6666,37,34927,1,0
18163,25740,1,2025-12-26,1,19,376,7601,46,34928,1,0
18164,25743,1,2025-04-29,1,25,499,9779,60,34935,1,0
18165,25744,1,2025-08-28,1,5,120,2337,14,34936,1,0
18166,25751,2,2025-02-04,1,27,545,10395,64,34942,1,0
18167,25752,1,2025-06-01,1,5,119,2230,12,34944,1,0
18168,25753,2,2025-04-06,1,22,453,8768,51,34946,1,0
18169,25754,1,2025-12-16,1,5,119,2404,11,34947,1,0
18170,25756,2,2025-06-07,1,3,56,1140,7,34949,1,0
18171,25757,2,2025-08-26,1,26,517,10250,62,34951,1,0
18172,25758,1,2025-12-19,1,1,20,601,2,34952,1,0
18173,25762,1,2025-07-15,1,14,300,6034,34,34955,1,0
18174,25766,1,2025-04-25,1,20,401,8095,48,34958,1,0
18175,25767,1,2025-11-25,1,28,555,10969,65,34959,1,0
18176,25769,2,2025-08-05,1,23,463,9029,56,34962,1,0
18177,25770,1,2025-05-29,1,22,435,8706,51,34964,1,0
18178,25771,1,2025-07-23,1,12,252,5125,29,34966,1,0
18179,25772,1,2025-12-31,1,5,105,2259,11,34967,1,0
18180,25773,1,2025-11-10,1,5,105,2404,12,34968,1,0
18181,25774,1,2025-07-06,1,5,108,2283,11,34969,1,0
18182,25777,2,2025-04-13,1,5,121,2553,14,34972,1,0
18183,25777,1,2025-03-23,1,5,121,2183,11,34973,1,0
18184,25778,1,2025-06-27,1,5,122,2259,14,34974,1,0
18185,25779,1,2025-02-16,1,5,113,2552,14,34976,1,0
18186,25780,1,2025-10-05,1,15,309,6383,36,34977,1,0
18187,25781,2,2025-09-20,1,5,124,2664,13,34978,1,0
18188,25782,1,2025-04-11,1,2,34,792,3,34980,1,0
18189,25784,1,2025-03-26,1,29,580,11342,67,34985,1,1
18190,25785,2,2025-11-20,1,5,116,2496,12,34988,1,0
18191,25786,1,2025-09-26,1,4,91,2107,10,34989,1,0
18192,25787,1,2025-08-17,1,22,439,8658,53,34992,1,0
18193,25788,1,2025-12-12,1,22,439,9007,53,34993,1,0
18194,25791,2,2025-05-23,1,5,104,2338,11,34999,1,0
18195,25793,1,2025-05-28,1,3,63,1550,7,35002,1,0
18196,25794,1,2025-03-10,1,17,352,6953,42,35003,1,0
18197,25796,2,2025-12-30,1,9,196,3914,22,35011,1,0
18198,25798,1,2025-05-05,1,23,470,9127,56,35013,1,0
18199,25799,1,2025-05-26,1,6,141,2792,16,35015,1,0
18200,25801,1,2025-11-18,1,13,282,5542,32,35020,1,1
18201,25802,2,2025-05-22,1,5,118,2231,13,35021,1,0
18202,25804,1,2025-07-28,1,5,105,2180,14,35024,1,0
18203,25806,1,2025-05-21,1,2,31,939,4,35028,1,0
18204,25807,2,2025-05-09,1,5,116,2180,14,35029,1,0
18205,25810,1,2025-07-16,1,5,118,2203,13,35033,1,0
18206,25811,1,2025-07-07,1,18,358,7028,43,35034,1,0
18207,25812,1,2025-08-16,1,30,593,11578,69,35036,1,0
18208,25813,1,2025-06-13,1,17,344,6930,42,35038,1,0
18209,25813,1,2025-06-19,1,17,344,6866,42,35037,1,0
18210,25814,1,2025-10-25,1,4,97,1815,9,35040,1,0
18211,25814,1,2025-10-04,1,4,97,2105,9,35039,1,0
18212,25815,1,2025-11-05,1,15,314,6340,36,35041,1,0
18213,25817,1,2026-01-04,1,25,496,9650,59,35044,1,0
18214,25818,1,2025-06-30,1,26,514,10304,62,35046,1,0
18215,25820,1,2025-08-16,1,17,344,6912,42,35049,1,0
18216,25821,1,2025-05-31,1,3,68,1379,8,35050,1,0
18217,25822,1,2025-06-02,1,10,212,4203,23,35051,1,0
18218,25824,2,2025-08-05,1,5,124,2553,11,35053,1,0
18219,25826,1,2025-02-23,1,31,604,11799,71,35056,1,0
18220,25827,1,2025-12-01,1,8,170,3705,19,35057,1,0
18221,25829,1,2025-08-01,1,15,308,6227,36,35059,1,0
18222,25830,1,2025-05-04,1,14,296,5761,34,35060,1,0
18223,25831,1,2025-07-21,1,5,109,2203,14,35062,1,0
18224,25832,1,2025-06-28,1,12,252,5081,30,35066,1,0
18225,25834,1,2025-07-17,1,3,54,1307,5,35069,1,1
18226,25836,1,2025-09-02,1,5,112,2642,12,35072,1,0
18227,25838,1,2025-01-28,1,5,110,2552,12,35075,1,0
18228,25839,1,2025-05-16,1,28,552,10874,65,35076,1,0
18229,25840,1,2025-08-25,1,26,528,10352,61,35077,1,0
18230,25842,1,2025-12-21,1,20,403,7765,48,35078,1,0
18231,25844,1,2025-02-25,1,26,516,10201,62,35080,1,0
18232,25845,1,2025-05-12,1,27,541,10457,64,35081,1,0
18233,25847,2,2025-05-22,1,1,22,453,1,35085,1,0
18234,25849,1,2025-10-18,1,11,234,4399,25,35089,1,0
18235,25853,2,2025-10-18,1,5,118,2643,12,35092,1,0
18236,25857,1,2025-05-28,1,5,120,2231,13,35098,1,0
18237,25860,1,2025-08-07,1,12,269,5401,30,35101,1,0
18238,25861,1,2025-03-30,1,17,340,6866,40,35104,1,0
18239,25862,1,2025-09-27,1,5,106,2356,11,35105,1,0
18240,25863,1,2025-07-20,1,6,140,2791,16,35106,1,0
18241,25864,1,2025-06-16,1,3,55,1356,6,35108,1,0
18242,25865,1,2025-11-26,1,23,465,9157,56,35109,1,0
18243,25866,1,2025-07-02,1,5,105,2338,14,35110,1,0
18244,25875,1,2025-06-24,1,31,614,11771,72,35119,1,0
18245,25876,1,2025-09-26,1,4,94,2029,10,35120,1,0
18246,25877,1,2025-11-10,1,17,351,6717,42,35121,1,0
18247,25880,1,2025-10-27,1,9,197,3987,21,35123,1,0
18248,25882,2,2025-03-31,1,3,65,1740,7,35124,1,0
18249,25883,1,2025-09-11,1,22,442,8680,51,35127,1,0
18250,25883,1,2025-10-02,1,22,442,8678,53,35128,1,0
18251,25884,1,2025-02-13,1,5,123,2181,14,35131,1,0
18252,25887,1,2025-09-14,1,8,181,3655,20,35133,1,0
18253,25888,1,2025-10-29,1,5,118,2476,14,35134,1,0
18254,25889,1,2025-09-13,1,15,308,6342,35,35136,1,0
18255,25890,1,2025-07-19,1,5,106,2312,12,35137,1,0
18256,25891,1,2026-01-20,1,15,316,6200,35,35138,1,0
18257,25893,1,2025-03-27,1,12,268,5227,29,35141,1,0
18258,25894,1,2025-04-10,1,5,108,2383,13,35144,1,0
18259,25895,1,2025-10-05,1,5,121,2159,12,35145,1,0
18260,25898,1,2025-04-09,1,5,123,2451,12,35147,1,0
18261,25899,1,2025-04-16,1,1,26,646,2,35148,1,0
18262,25900,1,2025-04-06,1,11,227,4820,27,35149,1,0
18263,25901,1,2025-12-20,1,17,341,6809,41,35150,1,0
18264,25903,1,2025-05-03,1,1,13,580,2,35151,1,0
18265,25904,1,2025-07-01,1,5,109,2202,14,35152,1,0
18266,25905,2,2025-01-09,1,5,107,2572,11,35153,1,0
18267,25907,1,2025-12-30,1,5,117,2338,13,35154,1,0
18268,25908,1,2025-07-10,1,5,108,2311,12,35155,1,0
18269,25911,1,2025-07-22,1,13,281,5608,32,35160,1,1
18270,25912,2,2025-04-26,1,19,383,7645,45,35161,1,0
18271,25913,1,2025-10-27,1,19,376,7436,46,35162,1,0
18272,25919,1,2025-07-10,1,3,52,1608,5,35169,1,0
18273,25920,1,2025-06-01,1,30,588,11490,69,35170,1,0
18274,25922,1,2025-10-24,1,18,365,7026,43,35173,1,0
18275,25923,1,2025-01-24,1,28,551,10751,66,35174,1,0
18276,25924,1,2025-04-24,1,13,278,5565,31,35177,1,0
18277,25926,1,2025-03-19,1,23,465,9296,55,35179,1,0
18278,25927,1,2025-01-15,1,5,109,2572,11,35180,1,0
18279,25928,1,2025-08-18,1,5,107,2641,14,35182,1,0
18280,25930,2,2025-03-28,1,3,56,1609,7,35184,1,0
18281,25933,1,2025-11-12,1,5,124,2284,14,35186,1,0
18282,25937,1,2025-03-09,1,31,609,11604,71,35189,1,0
18283,25939,1,2026-01-04,1,20,397,7841,48,35192,1,0
18284,25939,1,2026-01-02,1,20,397,7721,47,35190,1,0
18285,25940,1,2025-11-06,1,26,524,10047,61,35194,1,0
18286,25940,1,2025-10-17,1,26,524,10324,61,35193,1,0
18287,25941,1,2025-11-30,1,25,508,9975,59,35195,1,0
18288,25941,1,2025-12-16,1,25,508,9691,59,35196,1,0
18289,25943,1,2025-06-24,1,28,563,10987,65,35198,1,0
18290,25944,1,2025-04-08,1,20,399,7791,48,35201,1,0
18291,25947,1,2025-11-30,1,11,246,4401,26,35203,1,0
18292,25948,2,2025-09-13,1,7,160,3167,17,35204,1,0
18293,25949,1,2025-04-28,1,5,116,2230,13,35205,1,0
18294,25950,1,2025-05-04,1,1,18,646,2,35206,1,0
18295,25951,1,2025-05-14,1,3,75,1233,7,35207,1,0
18296,25952,2,2025-07-25,1,3,57,1504,5,35208,1,0
18297,25953,1,2025-10-20,1,12,256,5253,30,35209,1,0
18298,25956,2,2025-08-30,1,14,303,5923,34,35213,1,1
18299,25957,1,2025-06-29,1,20,406,7793,48,35216,1,0
18300,25958,1,2025-01-19,1,5,121,2356,12,35217,1,0
18301,25959,1,2025-12-04,1,5,118,2311,11,35219,1,0
18302,25962,2,2025-07-17,1,16,332,6666,38,35223,1,0
18303,25963,1,2025-07-04,1,22,436,8558,54,35224,1,0
18304,25964,1,2025-05-21,1,26,529,9995,62,35225,1,0
18305,25965,1,2025-03-24,1,22,441,8456,51,35226,1,0
18306,25966,1,2025-08-11,1,5,113,2432,12,35227,1,0
18307,25968,1,2025-10-06,1,8,181,3560,20,35228,1,0
18308,25969,2,2025-09-17,1,5,119,2405,13,35230,1,0
18309,25970,1,2025-11-02,1,29,572,11188,68,35232,1,0
18310,25971,2,2025-06-08,1,5,118,2404,13,35233,1,0
18311,25972,1,2025-10-20,1,26,523,10324,62,35236,1,0
18312,25973,1,2025-03-05,1,16,334,6642,38,35237,1,0
18313,25974,1,2025-02-22,1,17,346,6867,42,35238,1,0
18314,25976,1,2025-11-01,1,5,105,2312,14,35239,1,0
18315,25977,1,2025-08-31,1,5,111,2159,14,35240,1,0
18316,25978,2,2025-07-31,1,3,55,1740,7,35241,1,0
18317,25979,1,2025-12-09,1,22,436,9006,53,35242,1,0
18318,25981,1,2025-07-21,1,22,442,8704,53,35243,1,0
18319,25984,1,2025-05-05,1,2,36,838,4,35247,1,0
18320,25986,1,2025-12-01,1,7,157,3304,17,35250,1,0
