CSID,CaseMasterID,csdate,cstype,PolicePersonID
18799,24967,2025-08-16,B,2160
18800,24968,2025-10-18,A,6911
18801,24970,2025-08-01,A,7669
18802,24971,2026-01-01,B,455
18803,24973,2025-08-01,B,9076
18804,24975,2025-06-16,A,10325
18805,24977,2025-10-16,C,4204
18806,24978,2025-10-17,C,9878
18807,24979,2025-10-20,A,2710
18808,24980,2025-04-25,A,6836
18809,24981,2025-10-20,A,2385
18810,24982,2025-05-12,A,2764
18811,24983,2025-08-13,A,11040
18812,24984,2025-06-18,A,3118
18813,24985,2025-11-15,A,4064
18814,24986,2025-07-21,C,2311
18815,24987,2025-09-13,A,2666
18816,24988,2025-06-16,A,2615
18817,24992,2025-07-26,A,1713
18818,24993,2025-11-02,C,4994
18819,24996,2025-07-01,A,7237
18820,24997,2025-07-10,A,9900
18821,24998,2026-01-16,A,1984
18822,24999,2025-09-21,A,10249
18823,25001,2025-07-07,C,6362
18824,25002,2025-03-10,A,8611
18825,25006,2025-09-14,A,11470
18826,25007,2025-10-04,A,8933
18827,25008,2025-08-22,A,2356
18828,25009,2026-01-23,A,11188
18829,25010,2025-11-17,A,11471
18830,25011,2025-05-24,A,4353
18831,25012,2025-06-15,B,8172
18832,25013,2025-05-15,A,623
18833,25014,2025-06-21,C,2258
18834,25015,2025-10-21,A,9251
18835,25016,2026-04-13,C,10304
18836,25017,2026-02-02,A,4113
18837,25018,2025-04-24,B,6296
18838,25019,2025-05-08,A,3786
18839,25020,2025-04-27,A,6504
18840,25022,2026-02-18,A,8171
18841,25023,2025-10-17,A,2203
18842,25024,2025-11-16,A,8197
18843,25025,2025-11-01,A,2284
18844,25026,2026-01-05,A,11626
18845,25027,2025-12-18,A,8836
18846,25031,2025-11-01,A,2385
18847,25032,2026-01-01,A,2522
18848,25033,2026-01-17,A,2310
18849,25034,2025-02-16,A,2205
18850,25035,2025-04-09,C,2764
18851,25036,2025-12-22,A,2204
18852,25038,2026-02-19,A,6230
18853,25039,2025-09-28,C,2204
18854,25040,2026-01-25,A,2405
18855,25041,2026-01-17,A,1569
18856,25043,2025-10-28,A,8862
18857,25044,2025-10-07,A,2433
18858,25045,2025-06-17,A,1378
18859,25046,2025-07-20,A,11451
18860,25047,2025-06-09,C,2616
18861,25048,2025-05-02,A,8435
18862,25049,2025-11-11,A,2204
18863,25050,2026-02-11,B,5826
18864,25051,2025-11-29,A,4849
18865,25053,2025-05-15,A,9735
18866,25054,2026-03-02,C,603
18867,25057,2025-09-08,A,1610
18868,25058,2025-07-02,A,11067
18869,25059,2026-01-18,A,2356
18870,25060,2025-03-16,A,4228
18871,25061,2025-03-31,A,1550
18872,25063,2025-07-16,A,2522
18873,25065,2025-07-22,A,9735
18874,25067,2025-07-15,A,3988
18875,25068,2025-09-08,A,1788
18876,25069,2025-08-12,A,2357
18877,25070,2025-04-14,A,3831
18878,25071,2026-04-14,A,3185
18879,25072,2025-10-20,A,2523
18880,25073,2025-08-14,A,9711
18881,25074,2025-12-07,A,2203
18882,25075,2025-12-10,C,8959
18883,25076,2025-11-23,A,2104
18884,25077,2025-11-09,A,2204
18885,25078,2025-06-13,C,2496
18886,25079,2026-02-05,C,2159
18887,25080,2025-07-19,A,8535
18888,25081,2025-05-09,A,11403
18889,25082,2025-06-29,A,2495
18890,25083,2026-02-19,C,7315
18891,25084,2025-12-05,A,8147
18892,25085,2025-09-01,A,406
18893,25086,2025-08-19,A,409
18894,25087,2025-12-16,A,5209
18895,25088,2025-06-25,A,2433
18896,25090,2025-03-05,A,3401
18897,25091,2025-10-13,A,10793
18898,25093,2025-11-27,A,2433
18899,25095,2025-08-27,A,3382
18900,25096,2025-09-06,A,6689
18901,25097,2025-09-29,A,8455
18902,25099,2025-05-02,C,7790
18903,25100,2025-10-21,A,2383
18904,25101,2025-07-30,A,7623
18905,25103,2025-07-01,A,1914
18906,25104,2025-11-03,A,2594
18907,25105,2025-02-22,A,11290
18908,25106,2025-06-11,A,6930
18909,25107,2026-02-10,A,10117
18910,25109,2025-07-06,A,2358
18911,25110,2025-12-19,A,2451
18912,25111,2025-04-08,A,1163
18913,25113,2026-03-03,A,5465
18914,25114,2026-03-23,C,1914
18915,25115,2025-07-17,A,2615
18916,25118,2025-03-13,A,2474
18917,25119,2025-12-01,A,1379
18918,25120,2025-12-01,A,4941
18919,25121,2026-03-24,A,6734
18920,25122,2025-07-29,C,1762
18921,25123,2025-12-29,A,2202
18922,25124,2025-05-12,A,9130
18923,25125,2025-06-19,A,2159
18924,25126,2025-05-15,A,2336
18925,25127,2026-01-02,A,1398
18926,25128,2025-11-14,A,6735
18927,25129,2026-01-14,A,3329
18928,25130,2025-08-17,A,5465
18929,25131,2025-03-20,A,5101
18930,25132,2025-06-01,A,8766
18931,25133,2026-01-01,A,7791
18932,25134,2025-04-12,B,1399
18933,25137,2025-12-07,B,4801
18934,25138,2025-06-24,A,1482
18935,25139,2025-07-02,A,4039
18936,25141,2025-06-22,A,6593
18937,25142,2025-06-24,A,11341
18938,25143,2025-10-28,C,10636
18939,25145,2026-01-28,A,2522
18940,25146,2025-06-05,B,1915
18941,25148,2025-10-04,C,2385
18942,25150,2025-10-28,A,10460
18943,25152,2025-07-26,A,8248
18944,25153,2026-03-29,C,555
18945,25154,2025-03-09,A,5608
18946,25155,2026-03-12,A,862
18947,25156,2025-11-01,A,5737
18948,25157,2026-01-27,C,2473
18949,25158,2025-09-12,A,3862
18950,25159,2025-07-06,A,2160
18951,25161,2025-12-07,A,862
18952,25163,2026-03-05,A,9057
18953,25164,2025-04-23,A,3492
18954,25165,2026-01-06,A,622
18955,25166,2025-04-22,A,2476
18956,25167,2025-04-13,C,8483
18957,25168,2026-03-30,C,6836
18958,25169,2025-09-14,A,3329
18959,25171,2025-10-10,A,10067
18960,25175,2025-10-20,A,6642
18961,25176,2025-04-11,A,2383
18962,25177,2025-08-24,A,8809
18963,25178,2025-04-04,A,2384
18964,25179,2025-08-20,A,382
18965,25180,2025-11-21,A,7387
18966,25181,2025-06-26,A,2356
18967,25183,2025-12-23,A,7264
18968,25185,2025-02-25,C,2357
18969,25186,2025-02-17,A,8509
18970,25187,2025-03-11,B,2336
18971,25188,2025-11-22,A,9924
18972,25193,2025-12-25,A,8706
18973,25194,2025-05-07,A,6077
18974,25195,2025-06-09,A,5330
18975,25199,2025-08-15,A,10250
18976,25202,2025-05-18,A,2382
18977,25203,2025-05-03,A,10118
18978,25204,2025-07-04,A,2911
18979,25205,2025-09-12,C,3862
18980,25206,2025-04-05,C,2572
18981,25207,2025-04-05,A,6930
18982,25210,2025-09-26,A,7521
18983,25211,2025-06-19,A,2665
18984,25212,2025-10-22,A,2160
18985,25213,2025-04-30,A,9296
18986,25214,2025-10-03,A,3381
18987,25215,2025-12-19,A,382
18988,25216,2025-06-11,A,1330
18989,25217,2025-11-28,A,2181
18990,25218,2025-11-07,C,989
18991,25219,2026-02-14,A,8414
18992,25220,2025-09-09,A,407
18993,25221,2025-12-15,A,8737
18994,25223,2025-12-26,A,3357
18995,25224,2025-10-22,A,2338
18996,25225,2025-11-06,C,6436
18997,25226,2025-08-19,A,5187
18998,25227,2025-08-09,A,2740
18999,25228,2026-01-22,A,7573
19000,25229,2025-07-06,A,9922
19001,25230,2025-04-19,A,3009
19002,25231,2025-10-24,B,11838
19003,25234,2025-10-28,A,10091
19004,25236,2025-09-29,A,1090
19005,25237,2025-04-14,A,11236
19006,25238,2026-04-07,C,3096
19007,25239,2025-10-13,A,11142
19008,25241,2025-11-02,A,7643
19009,25242,2026-01-18,A,6548
19010,25244,2025-09-07,A,2205
19011,25245,2025-12-12,A,10486
19012,25246,2025-10-24,A,9803
19013,25247,2025-09-03,A,2182
19014,25248,2025-06-18,A,2312
19015,25249,2025-09-29,A,1443
19016,25250,2025-11-15,A,2642
19017,25251,2026-01-15,A,2690
19018,25255,2025-06-01,C,7366
19019,25257,2026-01-13,A,6734
19020,25258,2025-06-09,A,712
19021,25259,2025-06-12,A,3264
19022,25260,2026-05-23,C,11269
19023,25261,2025-05-13,A,11553
19024,25262,2025-12-15,A,4375
19025,25264,2025-10-17,C,790
19026,25265,2025-06-16,A,2523
19027,25266,2026-02-28,A,3330
19028,25268,2025-10-05,A,2740
19029,25269,2025-06-29,A,11648
19030,25271,2025-09-08,A,2358
19031,25274,2025-10-09,A,9156
19032,25275,2025-08-13,A,4723
19033,25276,2025-09-19,B,6717
19034,25277,2025-09-27,A,2475
19035,25278,2025-07-19,A,2690
19036,25281,2026-03-17,A,9691
19037,25282,2025-05-03,A,6480
19038,25283,2025-10-19,A,10323
19039,25285,2025-03-21,C,2909
19040,25286,2025-10-30,A,9338
19041,25287,2025-05-31,C,2496
19042,25289,2025-07-18,A,793
19043,25290,2025-05-01,A,4400
19044,25291,2025-10-13,A,6382
19045,25293,2025-11-16,A,5208
19046,25294,2025-12-03,A,9847
19047,25295,2025-04-16,A,10160
19048,25296,2025-04-12,B,9996
19049,25298,2025-12-17,A,2284
19050,25299,2025-10-01,A,10304
19051,25301,2025-08-08,A,2667
19052,25302,2025-05-11,A,7140
19053,25303,2025-03-30,A,11820
19054,25305,2025-11-07,A,9802
19055,25306,2025-04-24,A,2496
19056,25308,2026-03-09,A,6504
19057,25309,2025-10-13,A,3491
19058,25310,2025-10-14,A,2643
19059,25311,2025-08-06,A,1834
19060,25312,2025-12-27,C,6296
19061,25313,2025-07-29,A,1481
19062,25314,2025-04-03,A,2476
19063,25315,2025-10-20,A,6930
19064,25316,2026-01-25,A,2666
19065,25318,2025-08-23,A,2494
19066,25319,2026-04-18,A,3493
19067,25322,2025-02-24,B,9735
19068,25323,2025-04-24,B,2183
19069,25324,2025-09-13,A,5226
19070,25325,2025-12-09,A,2183
19071,25326,2025-04-11,C,2358
19072,25327,2025-11-05,A,4276
19073,25329,2025-06-06,C,6837
19074,25330,2025-04-30,A,10204
19075,25331,2025-04-10,B,2909
19076,25332,2025-08-10,A,5351
19077,25333,2025-05-08,A,9735
19078,25334,2025-04-01,A,2431
19079,25335,2026-04-15,A,812
19080,25337,2025-05-31,A,8436
19081,25338,2025-05-11,C,8809
19082,25339,2025-12-10,A,9823
19083,25340,2025-09-19,A,4203
19084,25341,2025-04-17,B,2282
19085,25342,2025-10-16,A,9252
19086,25343,2025-05-16,A,7692
19087,25345,2025-04-30,A,8041
19088,25346,2025-09-19,B,5982
19089,25348,2025-12-13,A,2312
19090,25349,2025-08-30,B,2205
19091,25351,2025-06-19,A,1633
19092,25352,2025-12-03,A,7545
19093,25353,2025-11-09,A,9975
19094,25354,2025-05-13,A,2664
19095,25355,2025-05-09,C,2496
19096,25356,2026-02-21,A,5585
19097,25357,2026-05-22,A,2061
19098,25358,2025-02-12,A,9157
19099,25359,2026-04-08,A,6753
19100,25360,2025-08-07,C,3914
19101,25361,2025-05-04,A,2666
19102,25362,2025-09-20,A,8632
19103,25364,2026-02-26,A,7265
19104,25365,2025-05-17,C,1181
19105,25366,2025-08-17,A,1163
19106,25367,2025-11-14,A,5585
19107,25370,2025-05-09,A,2259
19108,25372,2026-01-10,A,10305
19109,25373,2025-10-30,A,10133
19110,25374,2025-07-04,A,2183
19111,25376,2025-03-22,A,10701
19112,25378,2025-12-15,A,7693
19113,25379,2026-02-17,A,1443
19114,25381,2026-02-09,C,1016
19115,25382,2026-02-15,A,3243
19116,25383,2025-05-26,C,6667
19117,25384,2025-09-05,A,11513
19118,25385,2025-11-19,A,4424
19119,25386,2025-10-15,A,3491
19120,25387,2025-10-30,B,6913
19121,25389,2025-09-20,C,2406
19122,25390,2025-07-25,A,2337
19123,25391,2025-11-12,C,2202
19124,25392,2025-12-05,C,2473
19125,25394,2025-06-25,C,5081
19126,25395,2025-04-18,C,3029
19127,25397,2025-09-26,A,11121
19128,25398,2025-09-28,A,8634
19129,25399,2025-09-14,A,2551
19130,25400,2025-05-31,C,9803
19131,25401,2025-04-19,A,3560
19132,25404,2025-08-30,A,10046
19133,25405,2025-07-22,A,4373
19134,25406,2025-04-07,B,10028
19135,25408,2025-06-22,A,3705
19136,25409,2025-06-23,A,1141
19137,25410,2025-03-11,B,3167
19138,25411,2025-09-29,A,10560
19139,25413,2025-10-05,C,2473
19140,25414,2025-05-07,C,4329
19141,25415,2025-06-14,A,6753
19142,25417,2026-03-06,A,2183
19143,25419,2026-02-15,A,9847
19144,25420,2026-01-07,A,10250
19145,25421,2025-03-31,C,6275
19146,25423,2026-03-22,C,9178
19147,25424,2025-06-28,C,2357
19148,25426,2025-06-17,A,3402
19149,25427,2025-07-17,A,2336
19150,25428,2026-02-26,A,2523
19151,25430,2025-04-01,C,2475
19152,25432,2025-08-24,C,840
19153,25434,2025-08-04,A,4374
19154,25436,2025-07-22,A,11625
19155,25437,2025-08-25,B,9877
19156,25438,2025-05-01,A,5145
19157,25439,2025-04-15,A,1586
19158,25440,2025-12-08,C,2473
19159,25442,2025-05-21,C,4010
19160,25443,2025-07-03,A,2473
19161,25444,2026-01-08,A,3443
19162,25445,2025-12-29,C,8911
19163,25446,2026-01-14,A,4159
19164,25447,2025-10-31,A,2358
19165,25448,2025-08-24,A,11604
19166,25449,2025-05-04,C,6812
19167,25450,2025-06-19,A,10611
19168,25451,2026-03-16,A,10752
19169,25452,2025-10-23,A,2433
19170,25453,2025-12-14,A,406
19171,25454,2025-04-16,A,11627
19172,25455,2025-10-06,A,6461
19173,25456,2025-04-25,A,2337
19174,25457,2026-02-19,C,2616
19175,25459,2025-05-28,A,2080
19176,25460,2025-08-14,A,453
19177,25461,2025-05-20,B,7166
19178,25462,2025-07-01,A,5565
19179,25464,2025-10-05,A,8560
19180,25466,2026-01-03,A,683
19181,25467,2026-01-07,A,741
19182,25468,2025-10-21,A,2358
19183,25469,2025-06-16,A,10250
19184,25471,2025-11-26,A,8414
19185,25472,2025-11-23,A,406
19186,25473,2025-03-11,A,1040
19187,25474,2025-10-23,A,11289
19188,25475,2025-11-22,A,2183
19189,25476,2025-12-17,C,2336
19190,25477,2025-07-05,A,2312
19191,25478,2025-04-25,A,8808
19192,25481,2025-07-16,A,4228
19193,25483,2025-04-23,B,1549
19194,25484,2025-04-23,A,2450
19195,25485,2025-11-04,A,10946
19196,25486,2025-07-14,A,4375
19197,25487,2025-07-25,A,2310
19198,25488,2025-07-25,A,5851
19199,25489,2025-11-22,A,2160
19200,25490,2025-08-01,A,2833
19201,25491,2025-12-04,A,2230
19202,25492,2025-08-18,A,3510
19203,25493,2025-02-12,A,3812
19204,25494,2025-08-07,A,7289
19205,25495,2026-02-18,A,4276
19206,25496,2026-01-16,A,3491
19207,25497,2025-05-08,B,6782
19208,25500,2025-04-27,A,8248
19209,25501,2025-11-14,B,1787
19210,25504,2025-12-08,A,1739
19211,25505,2025-10-18,A,1814
19212,25508,2025-09-01,A,2616
19213,25509,2025-07-11,A,8933
19214,25511,2026-01-26,C,1162
19215,25512,2025-12-14,A,9229
19216,25513,2025-04-21,C,2615
19217,25515,2026-02-23,C,10562
19218,25516,2025-11-10,A,7739
19219,25518,2026-03-22,A,502
19220,25522,2025-12-14,A,7643
19221,25523,2025-07-20,A,3538
19222,25524,2025-04-07,A,2496
19223,25525,2025-06-26,C,4375
19224,25526,2025-09-14,C,5586
19225,25527,2025-12-18,A,11121
19226,25528,2025-12-31,A,10852
19227,25529,2026-01-23,A,1210
19228,25530,2026-01-17,A,11186
19229,25531,2025-09-15,B,7217
19230,25532,2025-03-07,C,3727
19231,25533,2025-07-28,A,2710
19232,25534,2025-03-21,C,2595
19233,25536,2025-04-16,B,8767
19234,25537,2025-08-26,C,2383
19235,25538,2025-07-13,A,2572
19236,25539,2025-03-18,A,8979
19237,25540,2025-10-24,A,3729
19238,25541,2026-01-02,C,2335
19239,25543,2026-01-13,A,5036
19240,25544,2026-01-16,A,9651
19241,25545,2025-02-17,A,6125
19242,25546,2025-12-16,A,2282
19243,25547,2025-05-04,A,9201
19244,25549,2025-10-10,C,2160
19245,25550,2025-06-19,A,6951
19246,25551,2025-09-06,C,11425
19247,25552,2025-12-02,A,8884
19248,25553,2025-05-29,A,1161
19249,25554,2025-05-28,A,2159
19250,25555,2025-12-04,C,8534
19251,25556,2025-09-05,A,5690
19252,25557,2025-04-03,A,4541
19253,25560,2025-10-30,A,8935
19254,25561,2025-09-13,A,2180
19255,25563,2025-06-03,C,2982
19256,25565,2026-01-24,A,6931
19257,25566,2025-08-07,B,2571
19258,25567,2025-07-11,A,8291
19259,25568,2026-01-02,A,6782
19260,25570,2025-08-30,A,1211
19261,25572,2026-04-05,C,11535
19262,25573,2025-07-29,A,2029
19263,25574,2025-08-07,A,11290
19264,25575,2026-02-24,A,8806
19265,25576,2026-01-01,A,6812
19266,25578,2025-03-23,A,8172
19267,25579,2025-05-07,A,5401
19268,25583,2025-12-28,A,2182
19269,25584,2025-04-14,A,2385
19270,25585,2025-05-30,A,8339
19271,25587,2025-03-11,C,11167
19272,25588,2025-07-23,A,3187
19273,25590,2026-01-10,A,7790
19274,25591,2025-07-05,A,8836
19275,25593,2025-04-07,A,2432
19276,25595,2025-08-30,C,1568
19277,25596,2025-11-12,A,11554
19278,25597,2026-02-04,C,8884
19279,25598,2025-10-19,A,8632
19280,25599,2025-07-07,A,2666
19281,25600,2025-09-05,C,2406
19282,25601,2025-10-18,C,2104
19283,25602,2025-05-19,A,7547
19284,25605,2025-07-16,A,8680
19285,25608,2025-05-17,A,4722
19286,25609,2025-11-05,C,7519
19287,25610,2025-08-03,A,5515
19288,25611,2026-01-01,C,4250
19289,25612,2025-06-14,C,2451
19290,25613,2025-04-11,B,5164
19291,25614,2025-05-30,A,1888
19292,25615,2025-08-27,A,6953
19293,25616,2025-06-15,A,2231
19294,25617,2025-12-28,C,2476
19295,25618,2025-11-01,A,2357
19296,25620,2025-09-15,A,8338
19297,25621,2025-06-23,A,10895
19298,25622,2025-08-05,A,4468
19299,25623,2026-03-09,A,10415
19300,25625,2025-06-21,C,3581
19301,25626,2025-11-28,C,5164
19302,25627,2025-08-19,A,3727
19303,25629,2025-03-11,A,2495
19304,25631,2025-09-01,A,3357
19305,25633,2025-07-17,A,480
19306,25634,2025-07-18,A,9671
19307,25635,2025-06-25,A,889
19308,25636,2025-06-12,A,6667
19309,25637,2025-07-22,A,2595
19310,25638,2025-05-17,A,2202
19311,25639,2025-09-01,B,5638
19312,25640,2025-05-27,A,1331
19313,25641,2025-03-17,A,2384
19314,25642,2025-06-14,A,2336
19315,25643,2025-07-29,C,453
19316,25644,2025-10-26,A,5543
19317,25646,2025-08-17,C,4892
19318,25647,2025-07-30,C,8678
19319,25648,2025-11-26,A,6503
19320,25649,2026-01-22,A,2203
19321,25650,2025-10-24,A,2571
19322,25651,2025-02-24,A,6812
19323,25652,2026-02-18,A,2475
19324,25654,2025-04-22,A,2474
19325,25655,2026-02-02,A,384
19326,25657,2025-04-23,B,8042
19327,25658,2025-03-22,A,6716
19328,25660,2026-01-31,A,4778
19329,25662,2025-08-18,A,9974
19330,25663,2025-12-17,A,11318
19331,25665,2025-06-19,A,6755
19332,25666,2026-04-10,A,8195
19333,25667,2026-01-26,A,2310
19334,25668,2025-05-08,A,1306
19335,25670,2025-02-28,A,5400
19336,25671,2026-01-28,A,11534
19337,25672,2025-08-25,A,3705
19338,25673,2025-12-18,A,11067
19339,25674,2026-04-27,A,2180
19340,25675,2025-04-23,A,8173
19341,25677,2025-11-13,A,6891
19342,25678,2025-08-02,A,384
19343,25679,2026-02-04,A,2283
19344,25680,2025-10-02,B,8248
19345,25681,2025-10-17,A,2183
19346,25682,2025-11-25,A,4302
19347,25685,2026-02-26,A,10374
19348,25686,2025-09-12,A,10822
19349,25687,2025-06-07,A,1914
19350,25688,2026-01-02,A,2231
19351,25690,2025-04-23,A,2183
19352,25691,2025-06-23,A,3704
19353,25694,2025-09-23,A,11070
19354,25695,2025-07-18,A,11166
19355,25696,2025-07-14,C,2259
19356,25697,2025-08-09,C,5543
19357,25698,2025-10-11,A,4919
19358,25699,2025-11-09,B,8585
19359,25700,2025-08-21,A,2496
19360,25701,2025-12-22,A,2553
19361,25702,2025-10-08,C,10323
19362,25703,2025-09-14,C,11820
19363,25704,2025-06-11,A,9899
19364,25705,2026-02-08,C,2595
19365,25706,2026-03-04,A,6666
19366,25708,2025-08-12,A,5542
19367,25709,2025-05-05,C,2003
19368,25710,2025-07-12,A,2495
19369,25711,2025-04-14,A,2337
19370,25713,2025-12-18,A,2791
19371,25714,2025-07-09,A,9006
19372,25716,2025-06-01,C,10971
19373,25717,2025-12-13,A,2616
19374,25719,2025-11-20,C,9101
19375,25721,2025-07-03,A,6176
19376,25723,2025-05-31,A,1634
19377,25726,2025-09-17,A,2616
19378,25729,2025-08-06,A,3441
19379,25730,2025-06-28,A,2643
19380,25731,2025-06-01,A,4968
19381,25733,2026-01-08,A,2180
19382,25735,2026-04-01,A,11068
19383,25736,2025-06-18,A,10066
19384,25737,2025-09-01,C,2765
19385,25738,2026-01-01,C,8680
19386,25739,2025-10-17,A,6481
19387,25740,2026-02-27,A,7547
19388,25743,2025-05-13,A,9758
19389,25747,2025-07-24,C,11319
19390,25751,2025-04-17,A,10674
19391,25752,2025-09-27,A,2335
19392,25753,2025-06-14,A,8660
19393,25754,2026-01-03,B,2336
19394,25755,2025-04-27,C,9802
19395,25756,2025-06-24,A,1739
19396,25757,2025-10-26,A,10116
19397,25758,2026-01-07,A,479
19398,25761,2026-04-22,C,5466
19399,25762,2025-10-27,A,5762
19400,25764,2025-05-25,C,5103
19401,25766,2025-05-16,A,7739
19402,25769,2025-10-14,A,9030
19403,25770,2025-07-27,A,8610
19404,25771,2025-08-13,A,5035
19405,25773,2026-02-22,A,2183
19406,25774,2025-11-13,A,2406
19407,25776,2025-05-27,C,1663
19408,25777,2025-08-05,A,2433
19409,25778,2025-07-11,A,2384
19410,25779,2025-03-06,A,2594
19411,25780,2025-12-27,A,6251
19412,25781,2025-09-19,A,2642
19413,25782,2025-07-13,A,812
19414,25785,2026-02-08,A,2183
19415,25786,2025-12-14,A,1983
19416,25787,2025-08-29,A,9006
19417,25788,2026-01-19,A,8634
19418,25791,2025-08-29,A,2404
19419,25792,2025-07-19,B,2963
19420,25793,2025-07-25,A,1140
19421,25794,2025-04-16,A,6717
19422,25796,2026-02-09,A,3810
19423,25798,2025-06-14,A,9128
19424,25799,2025-08-09,A,2710
19425,25801,2025-12-31,A,5689
19426,25802,2025-07-27,A,2231
19427,25804,2025-11-11,A,2405
19428,25806,2025-07-20,A,1040
19429,25807,2025-06-17,A,2181
19430,25809,2025-09-14,B,9877
19431,25810,2025-11-04,A,2311
19432,25812,2025-11-25,A,11511
19433,25813,2025-06-12,A,6783
19434,25814,2026-02-09,A,1815
19435,25815,2026-01-18,A,6100
19436,25816,2025-07-03,C,10225
19437,25817,2026-02-18,A,9949
19438,25818,2025-09-20,A,10279
19439,25820,2025-09-23,A,6866
19440,25821,2025-09-06,A,1182
19441,25822,2025-10-09,A,4134
19442,25824,2025-12-22,A,2615
19443,25826,2025-05-07,A,11717
19444,25828,2025-07-08,C,3466
19445,25829,2025-11-27,A,6201
19446,25830,2025-08-21,A,6008
19447,25831,2025-08-19,A,2494
19448,25837,2025-05-30,B,9156
19449,25838,2025-04-04,A,2664
19450,25839,2025-07-26,A,10750
19451,25840,2026-01-01,A,10202
19452,25841,2026-01-12,C,2182
19453,25843,2025-08-13,C,9759
19454,25844,2025-05-15,A,10353
19455,25845,2025-08-13,A,10396
19456,25850,2025-05-11,C,1833
19457,25851,2025-03-26,C,683
19458,25853,2025-11-25,A,2667
19459,25857,2025-06-21,A,2665
19460,25859,2025-09-07,C,11387
19461,25860,2025-08-03,A,5227
19462,25861,2025-07-02,A,6930
19463,25862,2026-01-21,A,2433
19464,25863,2025-10-01,A,2938
19465,25864,2025-07-19,A,1180
19466,25866,2025-10-17,A,2283
19467,25868,2025-10-11,C,9779
19468,25871,2025-08-17,C,2282
19469,25872,2025-05-20,B,7916
19470,25875,2025-10-10,A,11672
19471,25876,2025-12-20,A,2105
19472,25877,2026-01-08,A,6734
19473,25878,2025-12-21,C,2282
19474,25880,2025-11-27,A,3729
19475,25881,2025-06-14,C,2180
19476,25882,2025-04-06,A,1712
19477,25883,2026-01-13,A,8560
19478,25884,2025-03-26,A,2336
19479,25885,2025-04-25,C,2643
19480,25886,2025-11-08,C,5922
19481,25887,2025-11-21,A,3510
19482,25888,2026-01-20,A,2310
19483,25889,2025-12-10,A,6415
19484,25890,2025-09-19,A,2203
19485,25891,2026-04-02,A,6126
19486,25894,2025-05-01,A,2203
19487,25895,2026-01-21,A,2642
19488,25896,2026-01-17,C,11604
19489,25897,2025-03-30,B,6866
19490,25898,2025-04-24,A,2336
19491,25899,2025-07-15,A,579
19492,25900,2025-06-28,A,4566
19493,25901,2026-02-12,B,6951
19494,25902,2025-07-14,C,2765
19495,25904,2025-07-31,A,2553
19496,25905,2025-06-05,A,2642
19497,25906,2025-08-28,C,2202
19498,25907,2025-12-14,A,2406
19499,25908,2025-10-10,A,2231
19500,25911,2025-10-26,A,5690
19501,25912,2025-09-18,A,7316
19502,25913,2026-02-24,A,7520
19503,25914,2025-07-29,C,8560
19504,25917,2025-07-07,C,1982
19505,25918,2026-04-12,B,1813
19506,25919,2025-08-01,A,1180
19507,25920,2025-10-03,A,11553
19508,25921,2025-05-08,C,9202
19509,25923,2025-03-27,A,10873
19510,25924,2025-06-22,A,5587
19511,25925,2025-09-17,C,6690
19512,25926,2025-04-20,A,9056
19513,25927,2025-03-21,A,2494
19514,25928,2025-08-27,A,2337
19515,25930,2025-06-13,A,1233
19516,25931,2025-09-05,C,11040
19517,25932,2025-08-19,C,2181
19518,25933,2025-12-16,A,2494
19519,25934,2025-10-27,C,2230
19520,25937,2025-06-10,A,11698
19521,25938,2025-06-17,C,1064
19522,25939,2026-03-15,A,7720
19523,25940,2026-01-10,A,10204
19524,25941,2026-01-23,A,9710
19525,25942,2025-10-07,B,2667
19526,25943,2025-10-11,A,11038
19527,25944,2025-05-11,A,7841
19528,25945,2025-02-28,B,2642
19529,25946,2025-12-25,C,3139
19530,25947,2026-03-09,A,4425
19531,25948,2025-12-01,A,3242
19532,25949,2025-05-01,A,2310
19533,25950,2025-08-14,A,384
19534,25951,2025-08-16,A,1399
19535,25952,2025-11-25,A,1287
19536,25953,2025-12-01,A,5146
19537,25956,2025-09-01,A,6034
19538,25957,2025-08-28,A,8015
19539,25958,2025-03-13,A,2476
19540,25959,2026-02-18,A,2476
19541,25961,2025-07-29,C,2385
19542,25962,2025-07-26,A,6481
19543,25963,2025-10-23,A,8789
19544,25964,2025-09-04,A,10091
19545,25965,2025-07-15,A,8958
19546,25966,2025-10-10,A,2450
19547,25967,2025-05-09,C,9824
19548,25968,2026-01-16,A,3633
19549,25969,2025-11-07,A,2160
19550,25970,2026-01-17,A,11094
19551,25971,2025-08-20,A,2615
19552,25972,2025-10-03,A,10027
19553,25973,2025-05-01,A,6437
19554,25974,2025-05-11,A,6836
19555,25975,2025-04-08,C,2667
19556,25977,2025-10-13,A,2312
19557,25978,2025-07-29,A,1481
19558,25979,2026-02-22,A,8678
19559,25980,2025-11-29,C,2159
19560,25981,2025-09-11,A,8535
19561,25982,2025-10-05,B,2834
19562,25984,2025-06-04,A,938
19563,25986,2026-03-03,A,3382
19564,25987,2025-08-21,A,8679
19565,25988,2025-12-06,B,9995
19566,25990,2025-11-26,A,10047
19567,25991,2025-09-06,A,8119
19568,25993,2025-07-11,A,10068
19569,25994,2025-05-02,A,9530
19570,25996,2025-08-10,C,6756
19571,25997,2025-12-30,C,5610
19572,25998,2025-09-30,B,2476
19573,26000,2025-11-01,B,10440
19574,26002,2025-08-23,A,1663
19575,26004,2026-01-08,C,6460
19576,26005,2025-10-31,C,2204
